DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances)
15/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANGERS PARC DES EXPOSITIONS;Aire des portes d'Angers;49480;SAINT-SYLVAIN-D'ANJOU;https://all.accor.com/hotel/2512/index.fr.shtml;-;124;56;-;-;-
30/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANGOULÊME CENTRE;179 AVENUE GAMBETTA;16000;ANGOULÊME;http://www.accorhotels.com/fr/hotel-2554-ibis-budget-angouleme-centre/index.shtml;-;88;44;-;-;-
30/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANGOULÊME NORD;179 RUE DES MENEAUX;16430;CHAMPNIERS;http://www.accorhotels.com/fr/hotel-7268-ibis-budget-angouleme-nord/index.shtml;-;90;45;-;-;-
16/11/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANNECY CRAN GEVRIER;19 route de Nanfray;74960;CRAN-GEVRIER;https://all.accor.com/hotel/2547/index.fr.shtml;-;128;49;-;-;-
07/06/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANNECY POISY;159 Route De Closon;74330;POISY;https://all.accor.com/hotel/B1H7/index.fr.shtml;-;202;89;-;-;-
27/11/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANNEMASSE;42 route de thonon;74100;ANNEMASSE;http://www.accorhotels.com/fr/hotel-2565-ibis-budget-annemasse/index.shtml;-;142;50;-;-;-
08/02/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANTIBES;2740 Route de Saint Bernard;06220;VALLAURIS;https://www.accorhotels.com/fr/hotel-2351-ibis-budget-antibes-sophia-antipolis/index.shtml;-;276;92;-;-;-
20/02/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ANTONY MASSY;11 rue Marcelin Berthelot;92160;ANTONY;https://www.accorhotels.com/fr/hotel-2717-ibis-budget-antony-massy/index.shtml;-;188;78;-;-;-
09/07/2020;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET APT LUBÉRON;523 Voie Domitienne;84400;APT;https://all.accor.com/hotel/7284/index.fr.shtml;-;174;60;-;-;-
16/11/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ARCHAMPS PORTE DE GENÈVE;230 route de Collonges;74160;ARCHAMPS;https://all.accor.com/hotel/9143/index.fr.shtml;-;229;90;-;-;-
22/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET ARLES PALAIS DES CONGRÈS;Avenue de la Première Division Française Libre;13200;ARLES;http://www.accorhotels.com/fr/hotel-3580-ibis-budget-arles-palais-des-congres/index.shtml;-;156;64;-;-;-
15/04/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AUBAGNE LES PALUDS AGORA;Centre de vie Agora;13400;AUBAGNE;https://all.accor.com/hotel/5274/index.fr.shtml;-;178;57;-;-;-
05/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AUBENAS;42 Route de Montélimar;07200;AUBENAS;https://www.accorhotels.com/fr/hotel-2589-ibis-budget-aubenas/index.shtml;-;157;61;-;-;-
12/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AUCH;Avenue Jean Jaurès;32000;AUCH;https://www.accorhotels.com/gb/hotel-5051-ibis-budget-auch/index.shtml;-;132;55;-;-;-
17/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AVIGNON CENTRE;8 Boulevard Saint Dominique;84000;AVIGNON;http://www.accorhotels.com/fr/hotel-2603-ibis-budget-avignon-centre/index.shtml;-;317;109;-;-;-
15/03/2021;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AVIGNON NORD LE PONTET;643 avenue Fonvert;84130;LE PONTET;https://all.accor.com/hotel/5319/index.fr.shtml;-;208;91;-;-;-
27/03/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET AÉROPORT LYON SAINT-EXUPÉRY;60 rue du Royaume Uni;69125;LYON SAINT-EXUPÉRY AÉROPORT;https://all.accor.com/hotel/7927/index.fr.shtml;-;375;141;-;-;-
04/09/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BAR LE DUC;5 ALLEE DE LA GRANDE TERRE;55000;BAR LE DUC;https://www.accorhotels.com/fr/hotel-5652-ibis-budget-bar-le-duc/index.shtml;-;206;69;-;-;-
30/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BAYEUX;RUE DES LONGUES HAIES;14400;NONANT;http://www.accorhotels.com/fr/hotel-5976-ibis-budget-bayeux/index.shtml;-;198;75;-;-;-
23/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BAYONNE;6 avenue du grand basque;64100;BAYONNE;http://www.accorhotels.com/fr/hotel-3685-ibis-budget-bayonne/index.shtml;-;255;84;-;-;-
03/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BEAUNE;14 rue du Moulin Noizé;21200;BEAUNE;http://www.accorhotels.com/fr/hotel-2524-ibis-budget-beaune/index.shtml;-;198;67;-;-;-
07/08/2020;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BEAUVAIS AÉROPORT;53 RUE DU MOULIN;60000;TILLÉ;https://all.accor.com/hotel/6889/index.fr.shtml;-;197;78;-;-;-
08/06/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BELFORT CENTRE;23 avenue du Capitaine de la Laurencie;90000;BELFORT;https://www.accorhotels.com/fr/hotel-8699-ibis-budget-belfort-centre/index.shtml;-;130;55;-;-;-
23/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BERCK-SUR-MER;Boulevard de Paris;62600;BERCK;http://www.accorhotels.com/fr/hotel-3181-ibis-budget-berck-sur-mer/index.shtml;-;186;63;-;-;-
14/03/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BERGERAC;ROUTE DE BORDEAUX;24100;BERGERAC;http://www.accorhotels.com/fr/hotel-5695-ibis-budget-bergerac/index.shtml;-;156;69;-;-;-
10/12/2015;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BESANÇON GARE;5 avenue Maréchal foch;25000;BESANÇON;http://www.ibis.com/fr/hotel-3500-ibis-budget-besancon-centre-gare/index.shtml;-;180;90;-;-;-
16/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BIARRITZ ANGLET;70 avenue d'espagne;64600;ANGLET;http://www.accorhotels.com/fr/hotel-2555-ibis-budget-biarritz-anglet/index.shtml;-;249;84;-;-;-
24/11/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BLOIS CENTRE;4 rue Jean Moulin;41000;BLOIS;http://www.ibis.com/fr/hotel-2553-ibis-budget-blois-centre/index.shtml;-;146;50;-;-;-
11/11/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BOLLÈNE;2875 Avenue Jean Moulin;84500;BOLLÈNE;https://all.accor.com/hotel/5024/index.fr.shtml;-;141;60;-;-;-
29/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX AÉROPORT;2 AVENUE CHARLES LINDBERGH;33700;MÉRIGNAC;http://www.accorhotels.com/fr/hotel-7508-ibis-budget-bordeaux-aeroport/index.shtml;-;234;117;-;-;-
10/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX CENTRE BASTIDE;26 allée Serr;33100;BORDEAUX;https://all.accor.com/hotel/6312/index.fr.shtml;-;251;89;-;-;-
02/06/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX CENTRE GARE SAINT JEAN;60 RUE EUGÈNE LE ROY;33800;BORDEAUX;http://www.accorhotels.com/fr/hotel-5067-ibis-budget-bordeaux-centre-gare-saint-jean/index.shtml;-;399;140;-;-;-
17/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX CENTRE MÉRIADECK;37 cours du maréchal juin;33000;BORDEAUX;https://www.accorhotels.com/fr/hotel-2576-ibis-budget-bordeaux-centre-meriadeck/index.shtml;-;218;110;-;-;-
26/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX LE LAC;Rue du Petit Barail;33300;BORDEAUX;http://www.accorhotels.com/fr/hotel-3085-ibis-budget-bordeaux-le-lac/index.shtml;-;300;119;-;-;-
09/04/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDEAUX LORMONT;43 ALLÉE DE L'OISEAU DE FRANCE;33310;LORMONT;https://all.accor.com/hotel/B1H6/index.fr.shtml;-;189;74;-;-;-
29/03/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BORDS DE SEINE;13/19 avenue Léon Geoffroy;94400;VITRY-SUR-SEINE;https://www.accorhotels.com/fr/hotel-3528-ibis-budget-vitry-sur-seine-a86-bords-de-seine/index.shtml;-;224;80;-;-;-
05/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BOULOGNE-SUR-MER CENTRE LES PORTS;2 bis boulevard Daunou;62200;BOULOGNE-SUR-MER;https://www.accorhotels.com/fr/hotel-3486-ibis-budget-boulogne-sur-mer-centre-les-ports/index.shtml;-;172;64;-;-;-
07/12/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BOURG-EN-BRESSE;409 Avenue de Parme;01000;BOURG-EN-BRESSE;https://all.accor.com/hotel/6765/index.fr.shtml;-;180;60;-;-;-
23/12/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BOURGES;Zac césar;18570;LE SUBDRAY;http://www.accorhotels.com/fr/hotel-2543-ibis-budget-bourges/index.shtml;-;215;75;-;-;-
22/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BRIVE-LA-GAILLARDE;3 rue Armand Sourie;19100;BRIVE-LA-GAILLARDE;https://www.accorhotels.com/fr/hotel-5320-ibis-budget-brive-la-gaillarde/index.shtml;-;284;93;-;-;-
21/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BÉZIERS CENTRE PALAIS DES CONGRÈS;3 rue Racine;34500;BÉZIERS;http://www.accorhotels.com/fr/hotel-5597-ibis-budget-beziers-centre-palais-congres/index.shtml;-;155;52;-;-;-
05/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET BÉZIERS EST MEDITERRANÉE;4 rue Actipolis;34420;VILLENEUVE-LÈS-BÉZIERS;https://www.accorhotels.com/fr/hotel-2721-ibis-budget-beziers-est-mediterranee/index.shtml;-;124;42;-;-;-
02/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CABOURG DIVES SUR MER;promenade de la dives;14160;DIVES-SUR-MER;http://www.accorhotels.com/fr/hotel-3690-ibis-budget-cabourg-dives-sur-mer/index.shtml;-;150;75;-;-;-
30/03/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAEN GARE;16 place de la gare;14000;CAEN;http://www.accorhotels.com/fr/hotel-4979-ibis-budget-caen-gare/index.shtml;-;150;67;-;-;-
14/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAEN HÉROUVILLE SAINT-CLAIR;Impasse des Ormes;14200;HÉROUVILLE-SAINT-CLAIR;https://www.accorhotels.com/fr/hotel-2574-ibis-budget-caen-herouville/index.shtml;-;133;47;-;-;-
07/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAEN MONDEVILLE;1 RUE JOSEPH JACQUARD;14120;MONDEVILLE;https://www.accorhotels.com/gb/hotel-2607-ibis-budget-caen-mondeville/index.shtml;-;163;64;-;-;-
19/12/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAEN MÉMORIAL;ZA LE CLOS BARBEY;14280;SAINT-CONTEST;https://www.accorhotels.com/fr/hotel-2604-ibis-budget-caen-nord-memorial/index.shtml;-;129;51;-;-;-
17/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAEN PORTE DE BRETAGNE;1 AVENUE DU FRESNE;14760;BRETTEVILLE-SUR-ODON;http://www.accorhotels.com/fr/hotel-3508-ibis-budget-caen-porte-de-bretagne/index.shtml;-;163;75;-;-;-
16/05/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAHORS;936 côte des Ormeaux;46000;CAHORS;https://www.accorhotels.com/fr/hotel-B2C9-ibis-budget-cahors-opening-april-2019/index.shtml;-;165;77;-;-;-
13/03/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CALAIS COQUELLES;Place de Cantorbery;62231;COQUELLES;http://www.ibis.com;-;296;99;-;-;-
24/02/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CANNES CENTRE VILLE;3 Rue Mozart;06400;CANNES;http://www.accorhotels.com/fr/hotel-5493-ibis-budget-cannes-centre-ville/index.shtml;-;204;102;-;-;-
19/01/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CANNES MOUGINS;245 chemin du Belvédère;06250;MOUGINS;https://www.accorhotels.com/fr/hotel-2601-ibis-budget-cannes-mougins/index.shtml;-;182;64;-;-;-
24/03/2021;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CARCASSONNE AÉROPORT;Rue Alessandro Volta;11000;CARCASSONNE;https://all.accor.com/hotel/7221/index.fr.shtml;-;148;74;-;-;-
20/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CARCASSONNE LA CITÉ;211 Avenue du Général Leclerc;11000;CARCASSONNE;https://www.accorhotels.com/fr/hotel-3689-ibis-budget-carcassonne-la-cite/index.shtml;-;183;75;-;-;-
11/11/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CASTELNAUDARY;400 AVENUE GÉRARD ROUVIèRE;11400;CASTELNAUDARY;http://www.accorhotels.com/fr/hotel-7405-ibis-budget-castelnaudary/index.shtml;-;187;73;-;-;-
29/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CAVAILLON;175 AVENUE DU PONT;84300;CAVAILLON;https://www.accorhotels.com/fr/hotel-2718-ibis-budget-cavaillon/index.shtml;-;147;47;-;-;-
02/07/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CENTRE PORT;31 rue Jean Marie le Bris;29200;BREST;https://all.accor.com/hotel/6562/index.fr.shtml;-;146;63;-;-;-
02/06/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CENTRE VIENNE;Cours de Verdun;38200;VIENNE;http://www.accorhotels.com/fr/hotel-1434-ibis-budget-vienne-sud/index.shtml;-;140;58;-;-;-
10/01/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CERGY PIERRELAYE;Route Nationale 14;95480;PIERRELAYE;http://www.accorhotels.com/fr/hotel-2493-ibis-budget-cergy-pierrelaye/index.shtml;-;255;95;-;-;-
23/12/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CERGY SAINT CHRISTOPHE;1 rue du Promenoir;95800;CERGY;http://www.accorhotels.com/fr/hotel-4981-ibis-budget-cergy-saint-christophe/index.shtml;-;174;66;-;-;-
15/09/2015;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHALON SUR SAÔNE NORD;2 Bis rue Georges Feydeau;71100;CHALON-SUR-SAÔNE;http://www.ibis.com/fr/france/index.shtml;-;150;76;-;-;-
02/05/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHAMBOURCY SAINT GERMAIN;11 bis rue du mur du parc;78240;CHAMBOURCY;http://www.accorhotels.com/fr/hotel-3094-ibis-budget-chambourcy-saint-germain/index.shtml;-;165;61;-;-;-
31/01/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHAMBÉRY CENTRE VILLE;391 AVENUE ALSACE LORRAINE;73000;CHAMBÉRY;http://www.accorhotels.com/fr/hotel-2548-ibis-budget-chambery-centre-ville/index.shtml;-;168;61;-;-;-
25/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHAMBÉRY SUD;ZA du puits d'ordet;73190;CHALLES-LES-EAUX;https://www.accorhotels.com/fr/hotel-2541-ibis-budget-chambery-sud-challes-les-eaux/index.shtml;-;118;43;-;-;-
12/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHARTRES;Avenue François Arago;28000;CHARTRES;https://www.accorhotels.com/fr/hotel-2564-ibis-budget-chartres/index.shtml;-;140;48;-;-;-
16/08/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHERBOURG LA GLACERIE;2 rue du château d'eau;50470;LA GLACERIE;https://all.accor.com/hotel/5491/index.fr.shtml;-;177;72;-;-;-
17/10/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHOLET CENTRE;27 rue des Vieux Greniers;49300;CHOLET;https://all.accor.com/hotel/8692/index.fr.shtml;-;182;66;-;-;-
03/10/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHÂTEAU-THIERRY;60 avenue du Général de Gaulle;02400;ESSÔMES-SUR-MARNE;https://all.accor.com/hotel/B2N8/index.fr.shtml;-;119;48;-;-;-
05/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHÂTEAUROUX DÉOLS;zone artisanale de l'écoparc;36130;DÉOLS;http://www.accorhotels.com/fr/hotel-3495-ibis-budget-chateauroux-deols/index.shtml;-;155;66;-;-;-
15/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHÂTELLERAULT;12 ALLéE D'ARGENSON;86100;CHÂTELLERAULT;https://www.accorhotels.com/gb/hotel-3098-ibis-budget-chatellerault/index.shtml;-;94;68;-;-;-
24/03/2021;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CHÂTILLON PARIS OUEST;111 avenue Verdun;92320;CHÂTILLON;https://all.accor.com/hotel/6886/index.fr.shtml#origin=ibis;-;218;80;-;-;-
23/12/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CIBOURE SAINT JEAN DE LUZ;13 RUE GEORGES OLASCUAGUA;64500;CIBOURE;http://www.accorhotels.com/fr/hotel-6560-ibis-budget-ciboure-saint-jean-de-luz/index.shtml;-;162;54;-;-;-
28/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CLERMONT FERRAND CENTRE MONTFERRAND;Boulevard Amboise Brugière;63100;CLERMONT-FERRAND;https://www.accorhotels.com/fr/hotel-5651-ibis-budget-clermont-ferrand-centre-montferrand/index.shtml;-;120;44;-;-;-
01/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CLERMONT FERRAND LE BREZET AÉROPORT;43 Rue Pierre Boulanger;63100;CLERMONT-FERRAND;http://www.accorhotels.com/fr/hotel-9312-ibis-budget-clermont-ferrand-le-brezet-aeroport-open-july-2016/index.shtml;-;225;79;-;-;-
30/11/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CLERMONT FERRAND SUD AUBIÈRE;22 avenue Lavoisier;63170;AUBIÈRE;https://www.accorhotels.com/fr/hotel-2507-ibis-budget-clermont-ferrand-sud-aubiere/index.shtml;-;203;74;-;-;-
06/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CLERMONT-FERRAND NORD RIOM;RUE LOUIS ARMSTRONG;63200;RIOM;http://www.accorhotels.com/fr/hotel-5078-ibis-budget-clermont-ferrand-nord-riom/index.shtml;-;152;56;-;-;-
14/12/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET COLMAR CENTRE VILLE;15 rue stanislas;68000;COLMAR;https://www.accorhotels.com/fr/hotel-5079-ibis-budget-colmar-centre-ville/index.shtml;-;233;76;-;-;-
05/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET COMPIÈGNE CENTRE VILLE;1 rue Pierre Sauvage;60200;COMPIÈGNE;https://www.accorhotels.com/fr/hotel-2571-ibis-budget-compiegne-centre-ville/index.shtml;-;100;48;-;-;-
15/03/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET CONCARNEAU;Rue de la Croix Neuve;29900;CONCARNEAU;http://www.accorhotels.com/fr/hotel-5080-ibis-budget-concarneau/index.shtml;-;171;75;-;-;-
28/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET COSNE-COURS-SUR-LOIRE;Za Du Val De Loire;58200;COSNE-COURS-SUR-LOIRE;https://all.accor.com/hotel/7266/index.fr.shtml;-;201;67;-;-;-
21/03/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET COURBEVOIE PARIS LA DÉFENSE 1;37 quai du président Paul Doumer;92400;COURBEVOIE;http://www.accorhotels.com/fr/hotel-3583-ibis-budget-courbevoie-paris-la-defense-1/index.shtml;-;399;161;-;-;-
24/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET COUTANCES;4 Allée du Château de la Mare;50200;COUTANCES;https://www.accorhotels.com/fr/hotel-5608-ibis-budget-coutances/index.shtml;-;225;75;-;-;-
15/05/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DAX SAINT-PAUL-LÈS-DAX;2128 AVENUE DE LA RéSISTANCE;40990;SAINT-PAUL-LÈS-DAX;http://www.accorhotels.com/fr/hotel-2605-ibis-budget-dax-saint-paul-les-dax/index.shtml;-;199;74;-;-;-
13/06/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DEAUVILLE;avenue michel d'ornano;14800;SAINT-ARNOULT;http://www.accorhotels.com/fr/hotel-2557-ibis-budget-deauville/index.shtml;-;225;75;-;-;-
06/11/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DIEPPE CENTRE PORT;8 boulevard du Général de Gaulle;76200;DIEPPE;https://www.accorhotels.com/fr/hotel-A285-ibis-budget-dieppe-centre-port-opening-june-2018/index.shtml#origin=accorhotels;-;169;61;-;-;-
31/10/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DIJON SAINT-APOLLINAIRE;6 rue des Longènes;21850;SAINT-APOLLINAIRE;https://www.accorhotels.com/fr/hotel-5978-ibis-budget-dijon-saint-apollinaire/index.shtml;-;213;71;-;-;-
31/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DOLE;RUE DES BAUVRETTES;39100;CHOISEY;http://www.accorhotels.com/fr/hotel-5598-ibis-budget-dole/index.shtml;-;147;60;-;-;-
16/10/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET DOMMARTIN-LÈS-CUISEAUX;Aire Du Poulet De Bresse;71480;DOMMARTIN-LÈS-CUISEAUX;https://all.accor.com/hotel/2606/index.fr.shtml;-;74;30;-;-;-
04/12/2016;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET FONTENAIBLEAU AVON;46 AVENUE FRANKLIN ROOSEVELT;77210;AVON;http://www.ibis.com/fr/hotel-2720-ibis-budget-fontainebleau-avon/index.shtml;-;181;72;-;-;-
20/01/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET FRÉJUS SAINT RAPHAEL CAPITOU A8;Industrielle Capitou;83600;FRÉJUS;http://www.accorhotels.com/fr/hotel-2550-ibis-budget-frejus-saint-raphael-capitou-a8/index.shtml;-;225;75;-;-;-
08/03/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET FRÉJUS SAINT-RAPHÄEL CENTRE ET PLAGE;1074 AVENUE DE LATTRE DE TASSIGNY;83600;FRÉJUS;http://www.accorhotels.com/fr/hotel-3185-ibis-budget-frejus-saint-raphael-centre-et-plage/index.shtml;-;208;64;-;-;-
10/01/2018;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET FÉCAMP;boulevard suzanne clément;76400;FÉCAMP;https://www.accorhotels.com/fr/hotel-2715-ibis-budget-fecamp/index.shtml;-;225;75;-;-;-
09/02/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GENNEVILLIERS ASNIÈRES;AVENUE LAURENT CELY;92230;GENNEVILLIERS;http://www.accorhotels.com/fr/hotel-3186-ibis-budget-gennevilliers-asnieres/index.shtml;-;345;119;-;-;-
09/09/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GIVET;Route de Beauraing;08600;GIVET;https://www.accorhotels.com/fr/hotel-8478-ibis-budget-givet/index.shtml;-;166;70;-;-;-
13/06/2019;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GONESSE;2 rue de Montservon;95500;GONESSE;https://www.accorhotels.com/fr/hotel-B0X2-ibis-budget-gonesse-openning-april-2019/index.shtml;-;196;92;-;-;-
05/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GRANVILLE;1167 ROUTE DE VILLEDIEU;50400;GRANVILLE;http://www.accorhotels.com/fr/hotel-5317-ibis-budget-granville/index.shtml;-;188;75;-;-;-
24/04/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GRENOBLE SUD SEYSSINS;2 RUE DU DOCTEUR SCHWEITZER;38180;SEYSSINS;http://www.accorhotels.com/fr/hotel-7164-ibis-budget-grenoble-sud-seyssins/index.shtml;-;207;83;-;-;-
24/07/2017;HÔTEL DE TOURISME;2 étoiles;-;-;HÔTEL IBIS BUDGET GRENOBLE VOREPPE;42 chemin des mariniers;38340;VOREPPE;https://www.accorhotels.com/fr/hotel-2545-ibis-budget-grenoble-voreppe/index.shtml;-;152;54;-;-;-
